course_id,provider,course_title,total_colleges,credits_range,delivery_method,price,description,college,school,transfer_credits,more_info,,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c28,AP (Advanced Placement),AP Japanese Language and Culture,1000+,3 to 6,In-person,$99,"You may know that the Japanese people always say “itadakimasu” before eating or drinking. But do you know that this word is a keigo—an extra polite speech style that is an integral part of daily communication in Japan? In AP Japanese Language and Culture, you’ll not only learn about keigo, but also the culture behind it, such as desires to remain humble and customs to respect others.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c29,AP (Advanced Placement),AP Spanish Language and Culture,1000+,3 to 6,In-person,$99,"Do you know in which countries Spanish is spoken? And do you know that in Mexico, in addition to Spanish, there are more than 67 indigenous languages? Do you want to learn which Hispanic painters were known as “The Elephant and the Ant,” or which is the highest navigable river in the world? Immerse yourself in this cultural adventure through the second most spoken language in the world, and learn about issues such as family, identity, health, technology, global challenges, art, and many other topics.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c30,AP (Advanced Placement),AP Spanish Literature and Culture,1000+,3 to 6,In-person,$99,"Discover the origins of literature written in Spanish, from New World chronicles to the publication of the first modern novel, El ingenioso hidalgo, don Quijote de la Mancha, to the poetry and magic realism of Nobel laureates, Gabriel García Márquez and Pablo Neruda. In AP Spanish Literature and Culture, you’ll read poetry, prose, drama, and essays that capture voices from Latin America, the United States, and Spain while exploring their rich cultural heritage.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
